TimeStamp,SpotPrice,InstanceType,OS type,AvailabilityZone
2014-04-11 20:59:49,0.1288,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:03:08,0.1285,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:09:50,0.1284,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:13:12,0.129,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:16:29,0.1289,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:19:50,0.129,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:26:30,0.1292,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:29:46,0.1297,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:33:08,0.129,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:36:27,0.1294,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:39:45,0.1297,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:43:04,0.1289,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:46:21,0.1294,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:52:57,0.1297,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 21:56:15,0.1307,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 22:02:55,0.1301,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 22:06:18,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 22:09:35,0.1345,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 22:12:53,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 22:16:13,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 22:22:51,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 22:26:13,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 22:42:53,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 22:56:04,0.1309,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 22:59:21,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:02:41,0.1309,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:06:00,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:19:23,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:22:42,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:32:40,0.1345,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:35:59,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:39:22,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:42:40,0.1309,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:46:00,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:49:19,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:52:39,0.1309,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:55:57,0.1345,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-11 23:59:16,0.1309,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 00:02:35,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 00:19:10,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 00:35:50,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 00:39:10,0.1309,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 00:42:29,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 00:45:48,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 00:52:27,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 00:55:46,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 00:59:05,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 01:19:01,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 01:25:41,0.1431,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 01:28:59,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:12:16,0.1309,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:15:33,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:18:53,0.1309,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:22:12,0.1296,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:28:49,0.1292,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:32:09,0.1294,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:35:27,0.1296,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:38:47,0.1294,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:42:07,0.1291,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:45:25,0.1292,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:48:44,0.1289,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:52:02,0.1292,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:55:19,0.1294,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 02:58:38,0.1292,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:01:56,0.1296,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:05:15,0.1309,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:08:35,0.1299,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:15:12,0.1296,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:18:31,0.1292,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:21:51,0.1303,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:25:10,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:31:51,0.1309,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:35:10,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:38:29,0.1292,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:41:48,0.1288,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:45:06,0.1291,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:48:26,0.1287,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:51:44,0.1288,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:55:01,0.1291,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 03:58:20,0.1289,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 04:01:40,0.1288,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 04:04:59,0.1289,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 04:08:20,0.1288,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 04:11:40,0.1291,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 04:21:34,0.1292,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 04:28:13,0.1291,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 04:31:31,0.1289,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 04:34:50,0.1291,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 04:41:26,0.1294,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 04:48:04,0.1291,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 04:54:46,0.1292,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 04:58:05,0.1289,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:04:43,0.1287,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:08:02,0.1288,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:11:23,0.1292,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:17:57,0.1294,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:21:18,0.1287,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:24:39,0.1286,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:31:16,0.1291,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:34:36,0.1289,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:41:14,0.1288,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:44:33,0.1286,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:47:51,0.1291,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:51:08,0.1296,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:54:27,0.1309,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 05:57:44,0.1299,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 06:01:03,0.1296,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 06:04:23,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 06:07:41,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 06:27:34,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 06:30:55,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 06:34:13,0.1281,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 06:57:34,0.1283,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:10:53,0.1286,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:14:11,0.1289,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:17:29,0.1288,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:24:09,0.1298,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:27:28,0.1299,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:30:51,0.13,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:34:10,0.1305,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:37:33,0.1308,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:40:58,0.1315,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:44:17,0.1344,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:47:39,0.1362,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:51:00,0.1337,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:54:22,0.1331,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 07:57:44,0.1337,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 08:01:04,0.1327,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 08:04:26,0.1331,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 08:07:46,0.1337,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 08:11:08,0.1331,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 08:14:27,0.1352,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 08:17:49,0.2031,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 08:21:10,0.1421,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 08:24:32,0.1396,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 08:27:56,4.0,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 09:52:12,0.1652,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 09:58:55,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:05:43,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:09:06,0.1652,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:12:29,4.0,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:15:52,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:22:37,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:29:21,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:32:45,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:36:08,0.1526,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:39:31,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:42:55,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:49:42,0.1526,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:53:06,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 10:56:29,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 11:03:18,0.1652,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 11:06:41,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 11:10:05,0.1652,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 11:13:27,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 11:16:52,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 11:23:41,0.1382,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 11:27:04,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 11:30:28,0.1526,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 11:33:51,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 11:37:16,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 11:50:55,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 11:54:19,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:11:23,0.1526,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:14:46,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:18:13,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:21:38,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:25:00,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:28:25,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:31:49,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:38:36,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:42:01,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:45:24,0.2031,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:48:49,0.1526,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:52:14,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:55:38,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 12:59:01,0.1368,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 13:02:26,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 13:12:40,0.1526,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 13:16:05,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 13:19:28,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 13:22:51,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 13:26:15,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 13:29:40,4.0,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 13:36:28,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 13:39:52,0.1526,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 13:43:18,0.1382,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 13:46:43,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:00:19,0.1652,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:03:42,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:13:53,0.1382,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:17:17,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:20:40,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:24:04,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:27:32,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:30:57,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:37:44,0.1368,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:41:08,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:44:32,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:47:59,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:51:22,0.1321,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 14:54:48,0.1342,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:01:32,0.1357,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:08:21,0.1342,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:11:45,0.1357,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:18:35,0.1337,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:21:59,0.1349,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:25:27,0.1357,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:32:15,0.1337,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:35:39,0.1342,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:39:04,0.1324,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:45:51,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:52:38,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:56:02,0.1349,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 15:59:27,4.0,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:02:52,0.2031,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:06:18,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:09:41,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:13:06,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:16:30,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:19:56,0.1652,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:23:20,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:26:44,0.1526,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:30:09,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:33:34,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:36:57,0.1369,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:40:22,0.1382,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:43:45,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:47:12,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:50:36,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 16:53:59,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:00:46,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:04:14,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:07:40,0.1526,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:11:03,0.1382,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:14:27,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:17:50,0.1382,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:21:14,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:24:36,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:28:00,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:41:35,0.1382,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:44:59,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:48:25,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:55:17,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 17:58:41,0.1382,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:02:05,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:05:29,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:08:52,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:12:15,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:19:04,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:25:51,0.1526,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:29:17,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:32:42,0.1652,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:36:07,0.1526,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:39:31,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:42:54,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:46:19,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:53:09,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:56:33,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 18:59:58,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:03:22,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:10:08,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:13:33,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:20:19,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:23:42,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:27:06,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:30:28,0.1652,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:33:51,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:37:14,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:43:56,0.1369,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:47:18,0.1358,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:50:39,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:53:58,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 19:57:20,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:00:41,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:04:04,0.1382,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:07:25,0.1358,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:10:46,0.1382,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:14:09,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:17:30,0.1526,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:20:50,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:24:13,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:27:35,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:30:55,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:34:18,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:41:01,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:44:21,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:51:05,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:54:26,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 20:57:48,0.1382,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:01:09,0.1463,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:04:30,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:07:51,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:11:12,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:14:32,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:17:53,0.14,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:24:36,0.1425,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:27:56,0.1308,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:31:18,0.131,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:34:39,0.1306,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:38:00,0.1307,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:41:22,0.1306,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:44:43,0.1307,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:48:04,0.1308,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:51:24,0.131,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:54:45,0.1312,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 21:58:06,0.1314,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:01:26,0.1312,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:04:48,0.1318,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:08:07,0.1314,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:11:27,0.131,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:14:46,0.1314,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:21:31,0.1318,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:24:52,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:28:13,0.1314,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:31:32,0.1324,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:34:55,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:38:17,0.131,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:41:37,0.1318,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:48:19,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:54:59,0.1324,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 22:58:18,0.1318,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 23:01:42,0.1316,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 23:04:59,0.131,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 23:08:20,0.1307,c3.4xlarge,Linux/UNIX,us-west-1a
2014-04-12 23:11:39,0.1314,c3.4xlarge,Linux/UNIX,us-west-1a
