,AvailabilityZone,InstanceType,Max,Mean,Median,Min,STD,OnDemand,yrTerm1Standard.allUpfront,yrTerm1Standard.noUpfront,yrTerm1Standard.partialUpfront,yrTerm3Convertible.allUpfront,yrTerm3Convertible.noUpfront,yrTerm3Convertible.partialUpfront,yrTerm3Standard.allUpfront,yrTerm3Standard.partialUpfront
914,eu-west-1b,m2.xlarge,0.3184454545454546,0.1381679874842381,0.14708,0.06999999999999999,0.03593648751850911,0.275,0.113,0.134,0.115,,,,0.073,0.077
915,eu-west-1c,m2.xlarge,0.345,0.1390078753714907,0.1287030303030303,0.06999999999999999,0.05353860225792593,0.275,0.113,0.134,0.115,,,,0.073,0.077
916,us-east-1a,m2.xlarge,0.23962966101694894,0.08311821408279285,0.07776493902439015,0.06841777777777779,0.018101406901384443,0.245,0.09300000000000001,0.111,0.095,,,,0.055999999999999994,0.059000000000000004
917,us-east-1c,m2.xlarge,0.7042958333333339,0.08612642612101239,0.08064354838709675,0.06851333333333334,0.027040588265367444,0.245,0.09300000000000001,0.111,0.095,,,,0.055999999999999994,0.059000000000000004
918,us-east-1d,m2.xlarge,0.19299221311475415,0.07913784012601893,0.0760707317073171,0.06765384615384615,0.010657438354048338,0.245,0.09300000000000001,0.111,0.095,,,,0.055999999999999994,0.059000000000000004
919,us-west-1b,m2.xlarge,0.10393333333333334,0.0768491739347577,0.07635,0.06615,0.00848336815540112,0.275,0.113,0.134,0.115,,,,0.07200000000000001,0.076
920,us-west-1c,m2.xlarge,0.09964999999999999,0.07104565936176037,0.06894285714285715,0.06615,0.006506485931064199,0.275,0.113,0.134,0.115,,,,0.07200000000000001,0.076
921,us-west-2a,m2.xlarge,0.11235,0.07586916096510396,0.0761,0.0665,0.0049517278765557,0.245,0.09300000000000001,0.111,0.095,,,,0.055999999999999994,0.059000000000000004
922,us-west-2b,m2.xlarge,0.13664864864864865,0.07524272380514507,0.073,0.0663,0.009118061681073528,0.245,0.09300000000000001,0.111,0.095,,,,0.055999999999999994,0.059000000000000004
923,us-west-2c,m2.xlarge,0.1122,0.07371009123603892,0.07316,0.06724999999999999,0.005499276130059234,0.245,0.09300000000000001,0.111,0.095,,,,0.055999999999999994,0.059000000000000004
924,ap-northeast-2a,c4.xlarge,1.352170909090909,0.1332159111647662,0.11806413043478259,0.06484166666666667,0.0835643027466569,0.22699999999999998,0.14400000000000002,0.172,0.147,0.13,0.155,0.132,0.10300000000000001,0.11
925,ap-northeast-2c,c4.xlarge,1.822566666666667,0.15443409797535507,0.14989199248120305,0.0388,0.06988868338801685,0.22699999999999998,0.14400000000000002,0.172,0.147,0.13,0.155,0.132,0.10300000000000001,0.11
926,ap-southeast-1a,c4.xlarge,0.6457999999999999,0.14969519894395106,0.13236659090909092,0.10966875,0.0637263101851848,0.231,0.145,0.17300000000000001,0.14800000000000002,0.131,0.156,0.133,0.098,0.10400000000000001
927,ap-southeast-1b,c4.xlarge,0.6457999999999999,0.15107684067522703,0.14342331578947373,0.10686999999999999,0.04533307151712629,0.231,0.145,0.17300000000000001,0.14800000000000002,0.131,0.156,0.133,0.098,0.10400000000000001
928,ap-southeast-2a,c4.xlarge,1.6899531914893624,0.1365204975402984,0.12061351259360109,0.0915,0.0990606812461418,0.261,0.155,0.185,0.158,0.14,0.16699999999999998,0.142,0.11,0.11699999999999999
929,ap-southeast-2b,c4.xlarge,0.22410080000000004,0.11072686273387165,0.10776356460324055,0.09276999999999999,0.016645047819001228,0.261,0.155,0.185,0.158,0.14,0.16699999999999998,0.142,0.11,0.11699999999999999
930,ap-southeast-2c,c4.xlarge,0.8175400000000002,0.10326521236525674,0.09516666666666668,0.0911,0.05076634705733772,0.261,0.155,0.185,0.158,0.14,0.16699999999999998,0.142,0.11,0.11699999999999999
931,eu-central-1a,c4.xlarge,0.20661132075471725,0.12541067505762762,0.12339937499999994,0.09510769230769228,0.012999541055265332,0.22699999999999998,0.146,0.174,0.149,0.131,0.157,0.134,0.106,0.113
932,eu-central-1b,c4.xlarge,0.2067,0.10218333750493637,0.09709745454545454,0.09233333333333334,0.014540371150960844,0.22699999999999998,0.146,0.174,0.149,0.131,0.157,0.134,0.106,0.113
933,eu-west-1a,c4.xlarge,2.65125,0.18631930099414593,0.10186689303904924,0.09265555555555556,0.34711323323196,0.226,0.145,0.17300000000000001,0.14800000000000002,0.131,0.156,0.133,0.102,0.109
934,eu-west-1b,c4.xlarge,2.3416666666666663,0.17281139703099638,0.10859953792837897,0.09391666666666666,0.25941912892617425,0.226,0.145,0.17300000000000001,0.14800000000000002,0.131,0.156,0.133,0.102,0.109
935,eu-west-1c,c4.xlarge,1.225520547945205,0.12175443735987553,0.10539022952853597,0.09294000000000001,0.06714315480685777,0.226,0.145,0.17300000000000001,0.14800000000000002,0.131,0.156,0.133,0.102,0.109
936,us-east-1a,c4.xlarge,0.383954109589041,0.13299432630998045,0.12424401442307689,0.0853692307692308,0.03513908889447721,0.19899999999999998,0.11900000000000001,0.142,0.121,0.107,0.128,0.109,0.078,0.083
937,us-east-1c,c4.xlarge,0.30177137546468397,0.1137177363513912,0.10453774928774931,0.0859,0.030888035771263606,0.19899999999999998,0.11900000000000001,0.142,0.121,0.107,0.128,0.109,0.078,0.083
938,us-east-1d,c4.xlarge,0.2900114814814815,0.10826864595570786,0.10326984126984126,0.0839,0.023789373717058273,0.19899999999999998,0.11900000000000001,0.142,0.121,0.107,0.128,0.109,0.078,0.083
939,us-west-1b,c4.xlarge,0.42470357142857135,0.09400372389208861,0.09212437500000001,0.0835,0.014919486217288476,0.249,0.16,0.191,0.163,0.14400000000000002,0.172,0.147,0.10800000000000001,0.115
940,us-west-1c,c4.xlarge,0.40770112359550564,0.09611538052258262,0.09225108695652175,0.08317777777777778,0.01990056024608051,0.249,0.16,0.191,0.163,0.14400000000000002,0.172,0.147,0.10800000000000001,0.115
941,us-west-2a,c4.xlarge,0.2127930379746835,0.10033619291003792,0.09547866300366302,0.08644999999999999,0.015255503674505448,0.19899999999999998,0.11900000000000001,0.142,0.121,0.107,0.128,0.109,0.078,0.083
942,us-west-2b,c4.xlarge,1.4443659999999994,0.11586882133488162,0.09531186585365856,0.08702857142857143,0.06964577831221634,0.19899999999999998,0.11900000000000001,0.142,0.121,0.107,0.128,0.109,0.078,0.083
943,us-west-2c,c4.xlarge,1.6,0.16630321802924078,0.0969237361946664,0.085475,0.17190208320422615,0.19899999999999998,0.11900000000000001,0.142,0.121,0.107,0.128,0.109,0.078,0.083
944,ap-northeast-2a,m4.2xlarge,5.356999999999999,0.6301083629599288,0.33272528735632184,0.13574772727272724,0.6602411945288716,0.528,0.294,0.35100000000000003,0.3,0.265,0.316,0.27,0.205,0.218
945,ap-northeast-2c,m4.2xlarge,5.356999999999999,1.4481734260525245,0.43455000000000005,0.0879,1.8200675693065211,0.528,0.294,0.35100000000000003,0.3,0.265,0.316,0.27,0.205,0.218
946,ap-southeast-1a,m4.2xlarge,0.5758500000000001,0.17378051775176515,0.16606666666666672,0.12975,0.031141605493266996,0.5329999999999999,0.313,0.373,0.319,0.282,0.336,0.287,0.198,0.21100000000000002
947,ap-southeast-1b,m4.2xlarge,0.5755499999999999,0.17951190589297616,0.17382625000000004,0.12415714285714285,0.028859338440935054,0.5329999999999999,0.313,0.373,0.319,0.282,0.336,0.287,0.198,0.21100000000000002
948,ap-southeast-2a,m4.2xlarge,0.57575,0.18371978176963252,0.17097586206896548,0.12545,0.049062290868529194,0.5379999999999999,0.33799999999999997,0.40399999999999997,0.345,0.304,0.364,0.311,0.225,0.239
949,ap-southeast-2b,m4.2xlarge,0.5754,0.15647699907792073,0.14404074074074072,0.12375000000000001,0.058536703444198986,0.5379999999999999,0.33799999999999997,0.40399999999999997,0.345,0.304,0.364,0.311,0.225,0.239
950,ap-southeast-2c,m4.2xlarge,0.57665,0.1635559327931815,0.1418,0.1235,0.08772310939306166,0.5379999999999999,0.33799999999999997,0.40399999999999997,0.345,0.304,0.364,0.311,0.225,0.239
951,eu-central-1a,m4.2xlarge,2.13858431372549,0.27380661712650617,0.24901710797293322,0.14147831325301205,0.0952873029355898,0.513,0.32799999999999996,0.392,0.335,0.295,0.353,0.302,0.225,0.239
952,eu-central-1b,m4.2xlarge,4.139013333333334,0.3153816805803975,0.24903237179487175,0.13443333333333332,0.323790615062153,0.513,0.32799999999999996,0.392,0.335,0.295,0.353,0.302,0.225,0.239
953,eu-west-1a,m4.2xlarge,5.354162499999999,0.3954795706613243,0.18129134615384618,0.11256923076923075,0.7390909106017569,0.475,0.302,0.36,0.308,0.272,0.324,0.27699999999999997,0.20600000000000002,0.21899999999999997
954,eu-west-1b,m4.2xlarge,10.04,0.5031757652010127,0.1895819957196362,0.10764444444444446,1.0233609016195357,0.475,0.302,0.36,0.308,0.272,0.324,0.27699999999999997,0.20600000000000002,0.21899999999999997
955,eu-west-1c,m4.2xlarge,0.8496090909090912,0.17345772205917906,0.1568845331325301,0.12097142857142855,0.06886524769474187,0.475,0.302,0.36,0.308,0.272,0.324,0.27699999999999997,0.20600000000000002,0.21899999999999997
956,us-east-1a,m4.2xlarge,5.322375,0.24742988442050157,0.1475481674575424,0.11844210526315786,0.360892796076721,0.431,0.248,0.29600000000000004,0.253,0.223,0.266,0.228,0.161,0.171
957,us-east-1c,m4.2xlarge,5.14,0.26545999105061907,0.14256118181081306,0.10836666666666667,0.4300446464304168,0.431,0.248,0.29600000000000004,0.253,0.223,0.266,0.228,0.161,0.171
958,us-east-1d,m4.2xlarge,4.682940000000003,0.23682034846555935,0.14553603915075963,0.10789375000000001,0.3255115297103386,0.431,0.248,0.29600000000000004,0.253,0.223,0.266,0.228,0.161,0.171
959,us-west-1b,m4.2xlarge,0.56045,0.14787226620443789,0.1388955417832867,0.1193263157894737,0.033938103746297736,0.503,0.342,0.408,0.349,0.308,0.36700000000000005,0.314,0.218,0.23199999999999998
960,us-west-1c,m4.2xlarge,0.3817541666666666,0.1863877244607016,0.18581040322580644,0.11989000000000001,0.03449505730661769,0.503,0.342,0.408,0.349,0.308,0.36700000000000005,0.314,0.218,0.23199999999999998
961,us-west-2a,m4.2xlarge,3.8070030303030302,0.25254207381972604,0.15759233954451352,0.11766333333333331,0.30365039484320083,0.431,0.248,0.29600000000000004,0.253,0.223,0.266,0.228,0.161,0.171
962,us-west-2b,m4.2xlarge,1.097927956989249,0.18344625491243702,0.15175892672858615,0.116784,0.09164570157138886,0.431,0.248,0.29600000000000004,0.253,0.223,0.266,0.228,0.161,0.171
963,us-west-2c,m4.2xlarge,1.034280952380952,0.17863983658495877,0.15233346560846558,0.11603809523809525,0.074042786086931,0.431,0.248,0.29600000000000004,0.253,0.223,0.266,0.228,0.161,0.171
964,ap-southeast-2b,r4.16xlarge,3.454,1.5452800275482113,1.40805,0.56,0.6420642082075614,5.107,3.003,3.585,3.0639999999999996,2.7030000000000003,3.227,2.758,1.92,2.043
965,ap-southeast-2c,r4.16xlarge,3.454,1.5161326446281012,1.40805,0.56,0.6406440823116298,5.107,3.003,3.585,3.0639999999999996,2.7030000000000003,3.227,2.758,1.92,2.043
966,eu-central-1a,r4.16xlarge,15.556666666666665,2.1821406336088165,1.4124500000000002,0.562,1.7497651839675408,5.122000000000001,3.012,3.595,3.073,2.71,3.236,2.766,1.926,2.049
967,eu-central-1b,r4.16xlarge,14.960966666666666,1.7628249311294812,1.4124500000000002,0.562,1.331903059005187,5.122000000000001,3.012,3.595,3.073,2.71,3.236,2.766,1.926,2.049
968,eu-west-1a,r4.16xlarge,27.019133333333333,1.8312143250688715,1.4886666666666668,0.524,2.471641294182447,4.742,2.7889999999999997,3.3289999999999997,2.845,2.51,2.9960000000000004,2.5610000000000004,1.7830000000000001,1.8969999999999998
969,eu-west-1b,r4.16xlarge,28.319999999999997,1.8419652892561993,1.4886666666666668,0.524,2.582459743873963,4.742,2.7889999999999997,3.3289999999999997,2.845,2.51,2.9960000000000004,2.5610000000000004,1.7830000000000001,1.8969999999999998
970,eu-west-1c,r4.16xlarge,3.418,0.9853542837465572,0.6640999999999999,0.524,0.5796619121532793,4.742,2.7889999999999997,3.3289999999999997,2.845,2.51,2.9960000000000004,2.5610000000000004,1.7830000000000001,1.8969999999999998
971,us-east-1a,r4.16xlarge,17.35511111111111,2.6842906795224954,3.14725,0.475,2.166353034619839,4.256,2.503,2.988,2.5540000000000003,2.252,2.6889999999999996,2.298,1.6,1.702
972,us-east-1c,r4.16xlarge,3.3961,1.1163594250774838,0.53464,0.475,1.1352912663419554,4.256,2.503,2.988,2.5540000000000003,2.252,2.6889999999999996,2.298,1.6,1.702
973,us-west-1b,r4.16xlarge,3.418,1.501537162534438,1.31135,0.524,0.6857615179546974,4.742,2.7889999999999997,3.3289999999999997,2.845,2.51,2.9960000000000004,2.5610000000000004,1.7830000000000001,1.8969999999999998
974,us-west-1c,r4.16xlarge,3.418,1.5570725619834742,1.33635,0.524,0.67928130159052,4.742,2.7889999999999997,3.3289999999999997,2.845,2.51,2.9960000000000004,2.5610000000000004,1.7830000000000001,1.8969999999999998
975,us-west-2a,r4.16xlarge,3.3689999999999998,1.9309104683195557,1.8885,0.475,0.5253506201511564,4.256,2.503,2.988,2.5540000000000003,2.252,2.6889999999999996,2.298,1.6,1.702
976,us-west-2b,r4.16xlarge,3.3689999999999998,1.1280032534435258,0.8759875,0.475,0.7038369735276042,4.256,2.503,2.988,2.5540000000000003,2.252,2.6889999999999996,2.298,1.6,1.702
977,us-west-2c,r4.16xlarge,3.3689999999999998,0.841951377410469,0.70755,0.475,0.40846463073039335,4.256,2.503,2.988,2.5540000000000003,2.252,2.6889999999999996,2.298,1.6,1.702
978,eu-west-1a,cc2.8xlarge,3.0,1.8149296156126655,2.15042,1.0821,0.5663957812343128,2.25,1.157,1.381,1.181,,,,0.848,0.902
979,eu-west-1b,cc2.8xlarge,3.0,1.2564130726790481,1.1321,1.0821,0.2764039220649177,2.25,1.157,1.381,1.181,,,,0.848,0.902
980,eu-west-1c,cc2.8xlarge,5.05,1.0055206604256393,0.7961333333333332,0.4192,0.6486204199051573,2.25,1.157,1.381,1.181,,,,0.848,0.902
981,us-east-1a,cc2.8xlarge,8.1,0.7455050562306841,0.6069211951288584,0.38363437500000014,0.5853938039125944,2.0,0.9129999999999999,1.09,0.932,,,,0.614,0.653
982,us-east-1c,cc2.8xlarge,7.1,0.7309175438557707,0.5892913888170934,0.4126261904761904,0.4498159596066682,2.0,0.9129999999999999,1.09,0.932,,,,0.614,0.653
983,us-east-1d,cc2.8xlarge,4.0,0.7887062563978602,0.6875529452369998,0.4489399999999999,0.32890643548372983,2.0,0.9129999999999999,1.09,0.932,,,,0.614,0.653
984,us-west-2a,cc2.8xlarge,16.380000000000003,0.9855229520499347,0.6420169467787116,0.3679,1.5367972495217308,2.0,0.9129999999999999,1.09,0.932,,,,0.614,0.653
985,us-west-2b,cc2.8xlarge,11.847566666666667,0.7637971479134257,0.5921647222222224,0.3347246153846154,0.8033531728907047,2.0,0.9129999999999999,1.09,0.932,,,,0.614,0.653
986,us-west-2c,cc2.8xlarge,1.7811066666666666,0.6036712248160212,0.5536000000000001,0.3161212121212122,0.21553763651538288,2.0,0.9129999999999999,1.09,0.932,,,,0.614,0.653
987,ap-northeast-2a,c4.8xlarge,4.002222222222223,1.1571085459076638,1.1079979999999994,0.23773333333333335,0.32485519507362054,1.815,1.1520000000000001,1.375,1.175,1.037,1.238,1.058,0.828,0.8809999999999999
988,ap-northeast-2c,c4.8xlarge,7.442824999999999,1.1829662698233083,1.1334285714285715,0.2086,0.4149338286918971,1.815,1.1520000000000001,1.375,1.175,1.037,1.238,1.058,0.828,0.8809999999999999
989,ap-southeast-1a,c4.8xlarge,1.652833333333333,0.7951231539509865,0.8136514705882358,0.37265000000000004,0.11243738839031418,1.848,1.163,1.389,1.187,1.047,1.25,1.068,0.78,0.83
990,ap-southeast-1b,c4.8xlarge,1.774536,0.802546950030297,0.8071833333333336,0.374,0.17954791530594363,1.848,1.163,1.389,1.187,1.047,1.25,1.068,0.78,0.83
991,ap-southeast-2a,c4.8xlarge,40.26,1.3146048787496332,0.9640299999999999,0.32,1.7666961656032867,2.085,1.244,1.485,1.2690000000000001,1.12,1.337,1.1420000000000001,0.877,0.9329999999999999
992,ap-southeast-2b,c4.8xlarge,10.628444444444446,0.8182398472852567,0.7776440476190472,0.3732,0.4254262550861636,2.085,1.244,1.485,1.2690000000000001,1.12,1.337,1.1420000000000001,0.877,0.9329999999999999
993,ap-southeast-2c,c4.8xlarge,1.8558499999999998,0.881567249509154,0.8613777777777778,0.37,0.20402220854982497,2.085,1.244,1.485,1.2690000000000001,1.12,1.337,1.1420000000000001,0.877,0.9329999999999999
994,eu-central-1a,c4.8xlarge,2.4703461538461537,0.6363786139094167,0.5981408450704226,0.3925062499999999,0.2624263231963051,1.817,1.173,1.4,1.197,1.056,1.26,1.077,0.845,0.899
995,eu-central-1b,c4.8xlarge,1.8768553571428568,0.5877758983606343,0.5821693877551022,0.3757333333333333,0.1603689681656753,1.817,1.173,1.4,1.197,1.056,1.26,1.077,0.845,0.899
996,eu-west-1a,c4.8xlarge,34.4,1.1372927590017166,0.7682760273972602,0.37658333333333344,1.6158835255278434,1.811,1.156,1.381,1.18,1.04,1.2429999999999999,1.062,0.821,0.873
997,eu-west-1b,c4.8xlarge,8.480222222222219,1.2710438784535316,0.8254,0.3868647058823529,1.4178655356585095,1.811,1.156,1.381,1.18,1.04,1.2429999999999999,1.062,0.821,0.873
998,eu-west-1c,c4.8xlarge,11.034988888888885,0.8871354809411915,0.830016494845361,0.37659166666666666,0.7734844767323907,1.811,1.156,1.381,1.18,1.04,1.2429999999999999,1.062,0.821,0.873
999,us-east-1a,c4.8xlarge,31.84,1.7378448313445596,0.646383250605327,0.3443521739130435,2.904537172737641,1.591,0.9470000000000001,1.13,0.966,0.852,1.0170000000000001,0.8690000000000001,0.621,0.6609999999999999
1000,us-east-1c,c4.8xlarge,31.84,2.0139498340114605,0.5156712962962964,0.3384022727272728,4.017964952583079,1.591,0.9470000000000001,1.13,0.966,0.852,1.0170000000000001,0.8690000000000001,0.621,0.6609999999999999
1001,us-east-1d,c4.8xlarge,16.229241379310345,0.7250952317597865,0.4773364109848482,0.3377806451612904,0.8541553261670791,1.591,0.9470000000000001,1.13,0.966,0.852,1.0170000000000001,0.8690000000000001,0.621,0.6609999999999999
1002,us-west-1b,c4.8xlarge,2.747816666666667,0.9113258502163232,0.8812213636363637,0.32153,0.19515623664458773,1.993,1.273,1.52,1.2990000000000002,1.146,1.368,1.169,0.866,0.9209999999999999
1003,us-west-1c,c4.8xlarge,9.33621,0.815899875766821,0.8254823555956671,0.31426,0.37585225401811007,1.993,1.273,1.52,1.2990000000000002,1.146,1.368,1.169,0.866,0.9209999999999999
1004,us-west-2a,c4.8xlarge,2.894308602150539,0.7022319429042964,0.6354573515092503,0.3793939999999999,0.23247307561436176,1.591,0.9470000000000001,1.13,0.966,0.852,1.0170000000000001,0.8690000000000001,0.621,0.6609999999999999
1005,us-west-2b,c4.8xlarge,7.93232,0.7388705936409654,0.6613763125763126,0.3644446153846158,0.4114765460882269,1.591,0.9470000000000001,1.13,0.966,0.852,1.0170000000000001,0.8690000000000001,0.621,0.6609999999999999
1006,us-west-2c,c4.8xlarge,31.84,1.919595087334633,0.6594510579140107,0.33264680851063844,5.2568863157532295,1.591,0.9470000000000001,1.13,0.966,0.852,1.0170000000000001,0.8690000000000001,0.621,0.6609999999999999
1007,ap-northeast-1a,c3.2xlarge,1.066235416666666,0.18235937002044156,0.1763292668621701,0.13546785714285714,0.048869102136379454,0.511,0.344,0.38799999999999996,0.35100000000000003,0.309,0.349,0.316,0.23199999999999998,0.247
1008,ap-northeast-1c,c3.2xlarge,1.12549708737864,0.21497106187573686,0.20046632683658167,0.14063478260869564,0.0686748055464022,0.511,0.344,0.38799999999999996,0.35100000000000003,0.309,0.349,0.316,0.23199999999999998,0.247
1009,ap-southeast-1a,c3.2xlarge,1.108,0.1811142971720202,0.144854176201373,0.13203333333333336,0.11114337777383562,0.529,0.33299999999999996,0.392,0.34,0.3,0.353,0.306,0.225,0.239
1010,ap-southeast-1b,c3.2xlarge,0.4983724999999999,0.15566559164296212,0.14475530303030304,0.13322500000000004,0.035394918398876325,0.529,0.33299999999999996,0.392,0.34,0.3,0.353,0.306,0.225,0.239
1011,ap-southeast-2a,c3.2xlarge,1.196629411764706,0.16484058557271483,0.14678833333333335,0.13075,0.05643566733699139,0.529,0.33299999999999996,0.392,0.34,0.3,0.353,0.306,0.225,0.239
1012,ap-southeast-2b,c3.2xlarge,0.41418999999999995,0.15871182130233524,0.1447865384615385,0.13158888888888887,0.03740505482313302,0.529,0.33299999999999996,0.392,0.34,0.3,0.353,0.306,0.225,0.239
1013,ap-southeast-2c,c3.2xlarge,0.48323333333333335,0.16759251076887016,0.14417362637362638,0.13090000000000002,0.05790698771782821,0.529,0.33299999999999996,0.392,0.34,0.3,0.353,0.306,0.225,0.239
1014,eu-central-1a,c3.2xlarge,0.4506,0.22305498641121113,0.1869833333333333,0.16802,0.08197287950054435,0.516,0.332,0.384,0.33899999999999997,0.299,0.34600000000000003,0.305,0.222,0.23600000000000002
1015,eu-central-1b,c3.2xlarge,0.4367227272727274,0.26067766833702777,0.25559396477663227,0.132096,0.04118033667323624,0.516,0.332,0.384,0.33899999999999997,0.299,0.34600000000000003,0.305,0.222,0.23600000000000002
1016,eu-west-1a,c3.2xlarge,7.52,0.2706869155861835,0.15419791933418692,0.1337952380952381,0.5629461392450004,0.478,0.308,0.36,0.314,0.27699999999999997,0.324,0.28300000000000003,0.20600000000000002,0.21899999999999997
1017,eu-west-1b,c3.2xlarge,3.1,0.23295156099742115,0.16746017450458445,0.13298333333333334,0.28850942371275845,0.478,0.308,0.36,0.314,0.27699999999999997,0.324,0.28300000000000003,0.20600000000000002,0.21899999999999997
1018,eu-west-1c,c3.2xlarge,4.83,0.23163937032708,0.1653567030024861,0.1324777777777778,0.2918498626216521,0.478,0.308,0.36,0.314,0.27699999999999997,0.324,0.28300000000000003,0.20600000000000002,0.21899999999999997
1019,us-east-1a,c3.2xlarge,3.0666666666666664,0.32368477522976813,0.1959260923038964,0.12339090909090908,0.32106606328329135,0.42,0.248,0.292,0.253,0.223,0.263,0.228,0.157,0.16699999999999998
1020,us-east-1c,c3.2xlarge,4.1000000000000005,0.2994729929490384,0.18225542528602276,0.12263928571428573,0.41483090568770614,0.42,0.248,0.292,0.253,0.223,0.263,0.228,0.157,0.16699999999999998
1021,us-east-1d,c3.2xlarge,2.506,0.29439827390204576,0.19019483487810057,0.12299250000000006,0.2814649222232366,0.42,0.248,0.292,0.253,0.223,0.263,0.228,0.157,0.16699999999999998
1022,us-west-1b,c3.2xlarge,0.5019350553505538,0.15767522811056678,0.1523563778199451,0.11681111111111113,0.028863193761812376,0.478,0.308,0.36,0.314,0.27699999999999997,0.324,0.28300000000000003,0.20600000000000002,0.21899999999999997
1023,us-west-1c,c3.2xlarge,0.4609779166666668,0.16868400165775824,0.16310437788018434,0.11703437499999997,0.03262026540628409,0.478,0.308,0.36,0.314,0.27699999999999997,0.324,0.28300000000000003,0.20600000000000002,0.21899999999999997
1024,us-west-2a,c3.2xlarge,1.9571190476190474,0.1612000313912498,0.14965533515350757,0.12081250000000003,0.06179571308461831,0.42,0.248,0.292,0.253,0.223,0.263,0.228,0.157,0.16699999999999998
1025,us-west-2b,c3.2xlarge,0.5412022556053813,0.16092780676881052,0.1489995471014493,0.12440000000000002,0.03411192204741856,0.42,0.248,0.292,0.253,0.223,0.263,0.228,0.157,0.16699999999999998
1026,us-west-2c,c3.2xlarge,0.39954862842892735,0.15934385631040854,0.14922153679653682,0.1227967741935484,0.031632782240685685,0.42,0.248,0.292,0.253,0.223,0.263,0.228,0.157,0.16699999999999998
1027,ap-southeast-2b,r4.4xlarge,0.863,0.2575908469945353,0.18100000000000002,0.1786,0.19834495571951838,1.2770000000000001,0.7509999999999999,0.8959999999999999,0.7659999999999999,0.6759999999999999,0.807,0.6890000000000001,0.48,0.511
1028,ap-southeast-2c,r4.4xlarge,0.863,0.25592595628415304,0.1794,0.177,0.19896781320988186,1.2770000000000001,0.7509999999999999,0.8959999999999999,0.7659999999999999,0.6759999999999999,0.807,0.6890000000000001,0.48,0.511
1029,eu-central-1a,r4.4xlarge,0.8640000000000001,0.2247501092896175,0.1887,0.18309999999999998,0.1250590372769007,1.28,0.753,0.899,0.768,0.6779999999999999,0.809,0.691,0.48100000000000004,0.512
1030,eu-central-1b,r4.4xlarge,0.8640000000000001,0.2139163788056208,0.1808,0.17895,0.1289005211097685,1.28,0.753,0.899,0.768,0.6779999999999999,0.809,0.691,0.48100000000000004,0.512
1031,eu-west-1a,r4.4xlarge,0.8540000000000001,0.35543265554596826,0.16963333333333333,0.168,0.28743851310728596,1.186,0.6970000000000001,0.8320000000000001,0.711,0.627,0.7490000000000001,0.64,0.446,0.474
1032,eu-west-1b,r4.4xlarge,0.8540000000000001,0.3608984192037474,0.1769,0.168,0.28429770828129614,1.186,0.6970000000000001,0.8320000000000001,0.711,0.627,0.7490000000000001,0.64,0.446,0.474
1033,eu-west-1c,r4.4xlarge,0.8540000000000001,0.4537514207650266,0.17295,0.168,0.3204268529772314,1.186,0.6970000000000001,0.8320000000000001,0.711,0.627,0.7490000000000001,0.64,0.446,0.474
1034,us-east-1a,r4.4xlarge,1.114,0.6398915755919853,0.5595,0.156,0.17541302897803293,1.064,0.626,0.747,0.638,0.563,0.672,0.575,0.4,0.426
1035,us-east-1c,r4.4xlarge,0.8433,0.18747392096498053,0.17951071428571427,0.1567,0.06412475362941786,1.064,0.626,0.747,0.638,0.563,0.672,0.575,0.4,0.426
1036,us-west-1b,r4.4xlarge,0.8540000000000001,0.25710379781420734,0.1713,0.16799999999999998,0.20539684724637552,1.186,0.6970000000000001,0.8320000000000001,0.711,0.627,0.7490000000000001,0.64,0.446,0.474
1037,us-west-1c,r4.4xlarge,0.8540000000000001,0.2546657338017175,0.16899999999999998,0.16799999999999998,0.20642650077173735,1.186,0.6970000000000001,0.8320000000000001,0.711,0.627,0.7490000000000001,0.64,0.446,0.474
1038,us-west-2a,r4.4xlarge,0.8420000000000001,0.21318312825356547,0.16056357142857142,0.156,0.10707371481986579,1.064,0.626,0.747,0.638,0.563,0.672,0.575,0.4,0.426
1039,us-west-2b,r4.4xlarge,0.8420000000000001,0.215893591353114,0.167055,0.15662500000000001,0.10759707905946529,1.064,0.626,0.747,0.638,0.563,0.672,0.575,0.4,0.426
1040,us-west-2c,r4.4xlarge,0.8420000000000001,0.24021559028454667,0.15969999999999998,0.15739999999999998,0.1627765891288729,1.064,0.626,0.747,0.638,0.563,0.672,0.575,0.4,0.426
1041,eu-west-1b,t2.nano,,,,,,0.0063,0.004,0.005,0.004,0.004,0.005,0.004,0.003,0.003
1042,eu-west-1b,t2.micro,,,,,,0.013000000000000001,0.009000000000000001,0.01,0.009000000000000001,0.008,0.009000000000000001,0.008,0.006,0.006
1043,eu-west-1b,t2.small,,,,,,0.025,0.017,0.02,0.017,0.015,0.018000000000000002,0.015,0.011000000000000001,0.012
1044,eu-west-1b,t2.medium,,,,,,0.05,0.033,0.04,0.034,0.03,0.036000000000000004,0.031,0.023,0.024
1045,eu-west-1b,t2.large,,,,,,0.10099999999999999,0.067,0.08,0.068,0.06,0.07200000000000001,0.061,0.045,0.048
1046,eu-west-1b,t2.xlarge,,,,,,0.20199999999999999,0.134,0.16,0.13699999999999998,0.121,0.14400000000000002,0.12300000000000001,0.092,0.09699999999999999
1047,eu-west-1b,t2.2xlarge,,,,,,0.40399999999999997,0.26899999999999996,0.321,0.27399999999999997,0.242,0.289,0.247,0.183,0.195
